title,provide_salary,company_type,company_size,company_ind,area,experience,education,number,min_wage,max_wage,avg_wage
贝壳找房 诚聘新房/二手房销售顾问,10-15万/年,民营公司,少于50人,房地产,昆明-盘龙区,1年经验,中专,招20人,0.8,1.2,1.0
数据分析师,1-2万/月,上市公司,10000人以上,服装/纺织/皮革,温州,2年经验,本科,招2人,1.0,2.0,1.5
业务拓展经理（EMIS）,20-30万/年,外资（非欧美）,1000-5000人,互联网/电子商务,上海-浦东新区,3-4年经验,本科,招2人,1.7,2.5,2.1
销售经理,1.3-1.8万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),上海-长宁区,3-4年经验,大专,招若干人,1.3,1.8,1.6
售前工程师,0.6-1.2万/月,民营公司,150-500人,计算机软件,成都,3-4年经验,大专,招2人,0.6,1.2,0.9
售后商务人员,4.5-6千/月,民营公司,50-150人,建筑/建材/工程,合肥-包河区,无需经验,大专,招1人,0.5,0.6,0.6
群益财税中心--会计助理（校园招聘）,3-8千/月,合资,500-1000人,房地产,广州-番禺区,1年经验,中专,招30人,0.3,0.8,0.6
数据分析师,4-6千/月,外资（欧美）,50-150人,贸易/进出口,沈阳-皇姑区,1年经验,大专,招1人,0.4,0.6,0.5
行业大客户销售,0.8-1万/月,民营公司,少于50人,计算机软件,广州-黄埔区,2年经验,大专,招1人,0.8,1.0,0.9
市场专员,6-10万/年,民营公司,50-150人,检测，认证,南京-栖霞区,无需经验,大专,招2人,0.5,0.8,0.7
前端工程师,0.8-1.5万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),北京-大兴区,3-4年经验,本科,招3人,0.8,1.5,1.1
大客户销售经理（农业科普软件）,1-1.5万/月,民营公司,少于50人,计算机软件,南京-浦口区,3-4年经验,大专,招2人,1.0,1.5,1.2
渠道销售专员,3-7千/月,外资（非欧美）,少于50人,贸易/进出口,重庆-渝北区,无需经验,中专,招2人,0.3,0.7,0.5
链家房产销售代表/内部培训/晋升通道,0.8-1.5万/月,民营公司,5000-10000人,房地产,南京-栖霞区,无需经验,大专,招20人,0.8,1.5,1.1
软件售前工程师（智慧消防）,6-9千/月,民营公司,50-150人,计算机软件,昆明-盘龙区,2年经验,大专,招1人,0.6,0.9,0.8
改变从房产开始+招管培生3名,0.6-2万/月,合资,10000人以上,房地产,武汉-武昌区,无需经验,本科,招3人,0.6,2.0,1.3
医院信息平台高级售前顾问,1.5-2.5万/月,民营公司,150-500人,计算机软件,北京,5-7年经验,本科,招若干人,1.5,2.5,2.0
工业销售部长,20-30万/年,民营公司,150-500人,电气/电力/水利,上海-松江区,3-4年经验,大专,招2人,1.7,2.5,2.1
舆情分析师,0.4-1万/月,民营公司,少于50人,互联网/电子商务,西安-高新技术产业开发区,2年经验,本科,招1人,0.4,1.0,0.7
阿里巴巴国际站运营/运营主管/网络运营,1-1.5万/月,民营公司,少于50人,贸易/进出口,上海-宝山区,1年经验,本科,招2人,1.0,1.5,1.2
UI设计工程师,1.5-2.5万/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),杭州-江干区,2年经验,本科,招若干人,1.5,2.5,2.0
总经理助理,1-1.5万/月,民营公司,50-150人,电子技术/半导体/集成电路,深圳-龙华区,1年经验,大专,招1人,1.0,1.5,1.2
高级行政专员,4-9千/月,民营公司,少于50人,互联网/电子商务,成都-高新区,2年经验,本科,招1人,0.4,0.9,0.7
科研技术/科研管理,1-1.5万/月,国企,150-500人,计算机服务(系统、数据服务、维修),广州-天河区,无需经验,本科,招1人,1.0,1.5,1.2
数据标注专员,3-8千/月,民营公司,150-500人,计算机软件,太原-小店区,无需经验,大专,招30人,0.3,0.8,0.6
等级保护高级测评师,20-45万/年,国企,少于50人,通信/电信/网络设备,杭州-西湖区,2年经验,本科,招2人,1.7,3.8,2.8
算法工程师,1.5-2万/月,民营公司,50-150人,计算机软件,武汉-洪山区,3-4年经验,本科,招1人,1.5,2.0,1.8
销售助理,3-4.5千/月,民营公司,少于50人,计算机软件,西安-碑林区,1年经验,大专,招5人,0.3,0.5,0.4
销售顾问,15-20万/年,民营公司,少于50人,互联网/电子商务,东莞-南城区,1年经验,中专,招3人,1.2,1.7,1.4
数据分析师,0.8-1万/月,国企,1000-5000人,通信/电信运营、增值服务,东莞,无需经验,本科,招2人,0.8,1.0,0.9
Web前端开发工程师,1.5-2.2万/月,国企,150-500人,计算机服务(系统、数据服务、维修),深圳-福田区,3-4年经验,本科,招1人,1.5,2.2,1.9
大客户经理,20-30万/年,民营公司,少于50人,计算机软件,武汉,3-4年经验,大专,招5人,1.7,2.5,2.1
维修服务工程师,1-1.5万/月,民营公司,150-500人,机械/设备/重工,上海-浦东新区,5-7年经验,大专,招若干人,1.0,1.5,1.2
技术总监,4-6万/月,上市公司,500-1000人,农/林/牧/渔,上海,10年以上经验,本科,招1人,4.0,6.0,5.0
专线货车司机,0.8-1.6万/月,民营公司,50-150人,交通/运输/物流,深圳-宝安区,2年经验,高中,招10人,0.8,1.6,1.2
电学专利代理人,1-1.5万/月,合资,50-150人,法律,深圳-宝安区,1年经验,本科,招5人,1.0,1.5,1.2
数据分析/货品分析,5-7千/月,民营公司,10000人以上,服装/纺织/皮革,无锡-江阴市,无需经验,本科,招若干人,0.5,0.7,0.6
销售经理  (双休+无责任底薪4k,0.8-1万/月,民营公司,150-500人,专业服务(咨询、人力资源、财会),南京-秦淮区,3-4年经验,大专,招4人,0.8,1.0,0.9
数据库工程师,1-1.5万/月,民营公司,500-1000人,计算机软件,苏州-工业园区,2年经验,本科,招1人,1.0,1.5,1.2
数据运营专员,6-8千/月,民营公司,500-1000人,电子技术/半导体/集成电路,南京-浦口区,2年经验,本科,招若干人,0.6,0.8,0.7
故障分析工程师,0,外资（非欧美）,5000-10000人,机械/设备/重工,南京,3-4年经验,本科,招1人,0.0,0.0,0.0
数据运营/运营专员,0.7-1.4万/月,民营公司,150-500人,计算机软件,南京-秦淮区,1年经验,本科,招1人,0.7,1.4,1.0
信息化运维工程师,0,民营公司,1000-5000人,通信/电信运营、增值服务,深圳,无需经验,暂无,招若干人,0.0,0.0,0.0
销售内勤,4.5-6千/月,民营公司,150-500人,家居/室内设计/装潢,宿迁,1年经验,本科,招1人,0.5,0.6,0.6
数据治理工程师,2-2.5万/月,民营公司,150-500人,外包服务,南京,5-7年经验,本科,招1人,2.0,2.5,2.2
软件产品经理（医疗行业）,1.2-2.4万/月,民营公司,50-150人,医疗设备/器械,杭州-滨江区,3-4年经验,本科,招1人,1.2,2.4,1.8
信息安全工程师,0.7-1.1万/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),无锡-江阴市,3-4年经验,本科,招若干人,0.7,1.1,0.9
电气研发工程师（电气系统、电气软件、智能技术开发）,6-8千/月,国企,1000-5000人,机械/设备/重工,昆明,5-7年经验,本科,招50人,0.6,0.8,0.7
数据分析师,0.9-1.4万/月,民营公司,150-500人,互联网/电子商务,杭州-滨江区,2年经验,本科,招1人,0.9,1.4,1.1
机械工程师,10-15万/年,外资（欧美）,暂无,计算机软件,成都-青白江区,无需经验,硕士,招若干人,0.8,1.2,1.0
推荐系统工程师,1.5-2.5万/月,民营公司,50-150人,计算机软件,杭州-江干区,3-4年经验,本科,招1人,1.5,2.5,2.0
法律权益部资深编辑,5-7千/月,上市公司,1000-5000人,互联网/电子商务,杭州-西湖区,无需经验,大专,招若干人,0.5,0.7,0.6
数据产品经理,0.8-1.3万/月,民营公司,500-1000人,互联网/电子商务,绍兴-上虞区,1年经验,本科,招1人,0.8,1.3,1.1
地产运营总监,2-2.5万/月,民营公司,150-500人,互联网/电子商务,杭州-江干区,10年以上经验,暂无,招1人,2.0,2.5,2.2
市场经理,1.5-2.5万/月,民营公司,150-500人,计算机软件,杭州-西湖区,5-7年经验,本科,招1人,1.5,2.5,2.0
软件测试工程师,1-1.5万/月,民营公司,150-500人,计算机软件,杭州-拱墅区,3-4年经验,本科,招2人,1.0,1.5,1.2
算法工程师,1.2-2万/月,上市公司,500-1000人,计算机软件,杭州-西湖区,1年经验,硕士,招2人,1.2,2.0,1.6
直播间选品,0.8-1万/月,民营公司,少于50人,互联网/电子商务,杭州-西湖区,3-4年经验,大专,招3人,0.8,1.0,0.9
京东运营,0.6-1.8万/月,民营公司,少于50人,互联网/电子商务,嘉兴-南湖区,2年经验,本科,招3人,0.6,1.8,1.2
AI产品经理,1-1.5万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),广州-天河区,3-4年经验,本科,招2人,1.0,1.5,1.2
销售代表,0.4-1万/月,民营公司,50-150人,计算机软件,郑州,2年经验,中技,招若干人,0.4,1.0,0.7
售前解决方案工程师,0.8-1.5万/月,民营公司,150-500人,环保,广州-南沙区,1年经验,大专,招2人,0.8,1.5,1.1
生物信息工程师,1.5-2万/月,民营公司,50-150人,医疗设备/器械,广州-天河区,3-4年经验,硕士,招1人,1.5,2.0,1.8
数据分析师,1-1.5万/月,民营公司,500-1000人,互联网/电子商务,广州-白云区,2年经验,本科,招若干人,1.0,1.5,1.2
销售经理,2-2.5万/月,民营公司,50-150人,机械/设备/重工,东莞-谢岗镇,3-4年经验,大专,招3人,2.0,2.5,2.2
研发副经理,2-2.5万/月,民营公司,150-500人,互联网/电子商务,广州-天河区,8-9年经验,本科,招1人,2.0,2.5,2.2
市场航线,5-8千/月,民营公司,50-150人,贸易/进出口,东莞,2年经验,本科,招若干人,0.5,0.8,0.7
售前解决方案工程师（电力方向）,1.2-2万/月,民营公司,150-500人,计算机软件,南京-秦淮区,5-7年经验,本科,招1人,1.2,2.0,1.6
高级分析师,0.7-1.5万/月,民营公司,少于50人,互联网/电子商务,南京-秦淮区,3-4年经验,本科,招10人,0.7,1.5,1.1
产品经理,1-2万/月,民营公司,少于50人,计算机软件,南京-秦淮区,1年经验,本科,招1人,1.0,2.0,1.5
UI设计工程师-南京,1-1.5万/月,上市公司,1000-5000人,仪器仪表/工业自动化,南京-江宁区,2年经验,本科,招1人,1.0,1.5,1.2
售前工程师（8-13k）,0.8-1.3万/月,上市公司,1000-5000人,电气/电力/水利,贵阳,3-4年经验,本科,招3人,0.8,1.3,1.1
技术leader（医疗信息化）,1.5-3万/月,外资（非欧美）,150-500人,医疗/护理/卫生,重庆-渝北区,5-7年经验,本科,招若干人,1.5,3.0,2.2
数据分析工程师,4-6千/月,上市公司,1000-5000人,机械/设备/重工,重庆,无需经验,本科,招若干人,0.4,0.6,0.5
客户数据分析专员+大学城,3-5千/月,民营公司,50-150人,互联网/电子商务,重庆-沙坪坝区,无需经验,高中,招3人,0.3,0.5,0.4
销售总监,30-50万/年,民营公司,500-1000人,家具/家电/玩具/礼品,中山,5-7年经验,大专,招1人,2.5,4.2,3.4
运营总监（互联网方向）,1.5-2万/月,民营公司,50-150人,互联网/电子商务,广州-天河区,8-9年经验,本科,招1人,1.5,2.0,1.8
商务拓展经理（政府方向）,1-1.5万/月,民营公司,150-500人,互联网/电子商务,广州-黄埔区,2年经验,大专,招2人,1.0,1.5,1.2
寻找有趣的灵魂 数据分析师,0.8-1.2万/月,民营公司,50-150人,互联网/电子商务,广州-海珠区,1年经验,大专,招若干人,0.8,1.2,1.0
IDC工程师,0.6-1万/月,民营公司,150-500人,美容/保健,武汉-青山区,1年经验,大专,招2人,0.6,1.0,0.8
销售总监,15-20万/年,民营公司,少于50人,计算机软件,武汉,3-4年经验,本科,招1人,1.2,1.7,1.4
测试开发工程师,0.8-1.2万/月,民营公司,500-1000人,计算机软件,厦门,3-4年经验,本科,招若干人,0.8,1.2,1.0
市场营销经理,0.8-1万/月,民营公司,50-150人,房地产,武汉-汉南区,3-4年经验,大专,招1人,0.8,1.0,0.9
课程销售顾问,0.4-1.5万/月,民营公司,50-150人,教育/培训/院校,赣州-南康区,1年经验,暂无,招10人,0.4,1.5,0.9
软件技术授课讲师,1-1.5万/月,合资,150-500人,教育/培训/院校,南昌-西湖区,3-4年经验,本科,招2人,1.0,1.5,1.2
数据分析/数据录入,6-8千/月,民营公司,少于50人,电子技术/半导体/集成电路,西安,1年经验,大专,招3人,0.6,0.8,0.7
信息工程师,6-8千/月,民营公司,500-1000人,多元化业务集团公司,西安,3-4年经验,本科,招1人,0.6,0.8,0.7
数据库运维工程师,13-18万/年,国企,150-500人,金融/投资/证券,上海-浦东新区,1年经验,本科,招1人,1.1,1.5,1.3
负责人（智慧杆及路灯事业部）,1-2万/月,民营公司,50-150人,建筑/建材/工程,西安,8-9年经验,本科,招1人,1.0,2.0,1.5
招商运营经理（生态赋能）,1-1.5万/月,上市公司,500-1000人,金融/投资/证券,西安-长安区,2年经验,本科,招3人,1.0,1.5,1.2
督导专员,0.8-1万/月,民营公司,50-150人,餐饮业,西安-雁塔区,2年经验,大专,招若干人,0.8,1.0,0.9
信息数据中心经理,18-25万/年,民营公司,50-150人,房地产,西安,5-7年经验,本科,招1人,1.5,2.1,1.8
智慧校园项目经理,0.8-1万/月,民营公司,50-150人,计算机软件,西安-高新技术产业开发区,5-7年经验,本科,招2人,0.8,1.0,0.9
区域销售经理,0.8-2万/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),深圳-龙岗区,2年经验,大专,招若干人,0.8,2.0,1.4
外贸销售员,0.8-1万/月,民营公司,少于50人,互联网/电子商务,深圳-坪山区,1年经验,大专,招10人,0.8,1.0,0.9
AI解决方案经理,1.2-2万/月,创业公司,50-150人,计算机软件,深圳-南山区,3-4年经验,本科,招3人,1.2,2.0,1.6
金融研究员,5-8千/月,国企,少于50人,金融/投资/证券,铜仁,2年经验,硕士,招若干人,0.5,0.8,0.7
产品方案工程师,5-8千/月,民营公司,50-150人,计算机硬件,成都,1年经验,本科,招1人,0.5,0.8,0.7
解决方案经理,15-30万/年,国企,500-1000人,通信/电信/网络设备,成都,3-4年经验,本科,招5人,1.2,2.5,1.9
测试工程师-YYSJG00264,1-1.5万/月,上市公司,1000-5000人,通信/电信/网络设备,成都-高新区,3-4年经验,本科,招2人,1.0,1.5,1.2
算法工程师(J10007),1.6-2.8万/月,民营公司,500-1000人,专业服务(咨询、人力资源、财会),异地招聘,3-4年经验,本科,招2人,1.6,2.8,2.2
数据分析师,0.8-1万/月,民营公司,500-1000人,医疗设备/器械,武汉-洪山区,2年经验,本科,招3人,0.8,1.0,0.9
智慧城市-产品经理-武汉,1.5-2.5万/月,民营公司,1000-5000人,计算机软件,武汉-洪山区,5-7年经验,本科,招3人,1.5,2.5,2.0
市场部经理,10-15万/年,民营公司,50-150人,机械/设备/重工,武汉-东西湖区,3-4年经验,大专,招1人,0.8,1.2,1.0
高级数据分析师,6-8千/月,外资（非欧美）,500-1000人,互联网/电子商务,西安-雁塔区,3-4年经验,本科,招1人,0.6,0.8,0.7
百度云销售顾问,0.8-1万/月,民营公司,少于50人,通信/电信运营、增值服务,武汉-洪山区,无需经验,大专,招20人,0.8,1.0,0.9
产品销售经理,0.8-1万/月,民营公司,50-150人,互联网/电子商务,长沙-天心区,2年经验,大专,招2人,0.8,1.0,0.9
数据工程主管(J10182),1.5-2万/月,合资,暂无,批发/零售,上海-虹口区,3-4年经验,本科,招1人,1.5,2.0,1.8
销售经理,1-1.5万/月,民营公司,150-500人,计算机软件,成都-武侯区,3-4年经验,本科,招3人,1.0,1.5,1.2
需求方案分析师,0.8-2万/月,国企,150-500人,计算机服务(系统、数据服务、维修),成都-金牛区,3-4年经验,本科,招1人,0.8,2.0,1.4
"销售经理（双休,五险一金,起薪5K+）",6-8千/月,民营公司,50-150人,计算机软件,成都-武侯区,2年经验,大专,招5人,0.6,0.8,0.7
项目办公室文员,3-5千/月,民营公司,150-500人,计算机软件,黔东南,1年经验,大专,招1人,0.3,0.5,0.4
区域督导（7-9K13薪）,7-9千/月,民营公司,150-500人,餐饮业,成都-金牛区,3-4年经验,大专,招2人,0.7,0.9,0.8
院校合作经理,1-1.5万/月,民营公司,50-150人,教育/培训/院校,成都-高新区,5-7年经验,本科,招2人,1.0,1.5,1.2
CTO/技术VP,6-10万/月,合资,500-1000人,汽车,上海-闵行区,10年以上经验,本科,招1人,6.0,10.0,8.0
数据分析师,1-1.5万/月,民营公司,150-500人,影视/媒体/艺术/文化传播,上海-黄浦区,1年经验,本科,招1人,1.0,1.5,1.2
软件销售经理（华南区域）,1.3-1.5万/月,民营公司,1000-5000人,仪器仪表/工业自动化,异地招聘,3-4年经验,大专,招2人,1.3,1.5,1.4
生物信息工程师,0.6-1万/月,创业公司,50-150人,制药/生物工程,苏州-工业园区,1年经验,本科,招1人,0.6,1.0,0.8
设计助理（数据管理）,4-5千/月,民营公司,150-500人,汽车,苏州-相城区,1年经验,大专,招1人,0.4,0.5,0.5
数据支持专员,4-8千/月,合资,少于50人,计算机服务(系统、数据服务、维修),北京-朝阳区,2年经验,本科,招若干人,0.4,0.8,0.6
综合柜员岗（南昌）,0.8-1万/月,国企,暂无,银行,南昌,暂无,本科,招若干人,0.8,1.0,0.9
数据分析岗（北京）,0,国企,暂无,银行,北京,暂无,本科,招若干人,0.0,0.0,0.0
总行管培生岗（金融科技方向）（北京）,0,国企,暂无,银行,北京,暂无,硕士,招若干人,0.0,0.0,0.0
数据管理岗（北京）,0,国企,暂无,银行,北京,暂无,本科,招若干人,0.0,0.0,0.0
供应链管理培训生（上海）,0,民营公司,暂无,家具/家电/玩具/礼品,上海,暂无,本科,招2人,0.0,0.0,0.0
软件测试工程师,0,国企,暂无,计算机服务(系统、数据服务、维修),上海,暂无,本科,招若干人,0.0,0.0,0.0
销售助理,3-4.5千/月,民营公司,暂无,计算机服务(系统、数据服务、维修),滁州,无需经验,暂无,招若干人,0.3,0.5,0.4
产互解决方案经理（正式工）,1-2万/月,国企,500-1000人,通信/电信运营、增值服务,常州-钟楼区,无需经验,本科,招15人,1.0,2.0,1.5
